user_id,day_number,hour_of_day,is_evening_session,baseline_unlocks_per_hour,baseline_session_duration_s,baseline_notif_gap_s,unlock_count_per_hour,micro_session_duration_s,notif_to_unlock_gap_s,behavior_drift_score,time_phase_risk,voice_activity_detected,people_nearby_count,vad_confidence_score,bt_signal_strength,P_drift,presence_score,nudge_sent,user_response,is_phubbing
59,10,12,0,6.8,78,46.7,22.7,18,3.9,0.9816,0.636,1,4,0.875,1.0,1.0,0.0,1,accept,1
59,10,13,0,6.8,78,46.7,13.3,11,3.2,0.9924,0.581,1,2,0.854,1.0,1.0,0.0,1,accept,1
59,10,16,0,6.8,78,46.7,8.1,133,47.8,-0.05,0.235,0,0,0.09,0.137,0.0,100.0,0,none,0
59,10,17,0,6.8,78,46.7,5.8,86,40.0,-0.1372,0.22,0,0,0.07,0.157,0.0,100.0,0,none,0
59,10,17,0,6.8,78,46.7,5.1,68,43.6,0.0172,0.36,0,0,0.3,0.042,0.0,100.0,0,none,0
59,10,18,0,6.8,78,46.7,4.8,60,54.4,-0.0938,0.229,0,0,0.3,0.09,0.0,100.0,0,none,0
59,10,21,1,6.8,78,46.7,21.9,9,3.9,1.0363,0.792,0,0,0.046,0.131,1.0,0.0,0,none,1
59,11,11,0,6.8,78,46.7,6.0,99,40.3,0.0119,0.176,0,0,0.022,0.168,0.0,100.0,0,none,0
59,11,12,0,6.8,78,46.7,8.1,77,49.7,0.1067,0.306,0,0,0.005,0.076,0.0,100.0,0,none,0
59,11,12,0,6.8,78,46.7,9.1,95,28.4,0.1685,0.286,0,0,0.3,0.019,0.0,100.0,0,none,0
59,11,13,0,6.8,78,46.7,10.9,11,4.9,0.8336,0.627,1,2,0.736,1.0,1.0,0.0,1,accept,1
59,11,13,0,6.8,78,46.7,16.5,5,4.8,1.0013,0.579,1,3,0.747,1.0,1.0,0.0,1,dismiss,1
59,11,14,0,6.8,78,46.7,16.4,11,0.5,0.9602,0.514,1,5,0.671,1.0,1.0,0.0,1,accept,1
59,11,16,0,6.8,78,46.7,19.3,17,5.4,1.0606,0.559,1,6,0.908,1.0,1.0,0.0,1,accept,0
59,11,21,1,6.8,78,46.7,16.9,20,4.8,1.1629,0.841,0,0,0.046,0.089,1.0,0.0,0,none,1
59,12,11,0,6.8,78,46.7,9.4,136,57.2,-0.0988,0.238,0,0,0.069,0.11,0.0,100.0,0,none,0
59,12,14,0,6.8,78,46.7,8.4,91,64.5,0.0034,0.322,0,0,0.128,0.142,0.0,100.0,0,none,0
59,12,16,0,6.8,78,46.7,4.9,142,45.3,-0.4263,0.25,0,0,0.029,0.087,0.0,100.0,0,none,0
59,12,19,1,6.8,78,46.7,13.8,7,2.6,0.9706,0.812,1,3,0.731,1.0,1.0,0.0,1,dismiss,1
59,12,20,1,6.8,78,46.7,11.4,9,3.5,1.029,0.934,0,0,0.134,0.156,1.0,0.0,0,none,1
59,12,20,1,6.8,78,46.7,12.7,15,1.5,0.7678,1.0,1,1,0.881,0.688,1.0,0.0,1,accept,1
59,12,21,1,6.8,78,46.7,16.5,10,0.5,1.2314,0.602,1,3,0.861,1.0,1.0,0.0,1,dismiss,1
59,12,22,1,6.8,78,46.7,12.5,15,7.8,0.7137,0.986,0,0,0.087,0.047,0.8,20.0,0,none,1
59,13,8,0,6.8,78,46.7,8.5,81,38.4,-0.0247,0.283,0,0,0.127,0.06,0.0,100.0,0,none,0
59,13,10,0,6.8,78,46.7,5.9,32,61.9,0.0608,0.261,0,0,0.06,0.018,0.2,80.0,0,none,0
59,13,11,0,6.8,78,46.7,14.1,8,6.9,1.1288,0.656,1,2,0.936,1.0,1.0,0.0,1,accept,1
59,13,12,0,6.8,78,46.7,21.7,24,3.4,1.1121,0.561,1,2,0.911,1.0,1.0,0.0,1,accept,1
59,13,12,0,6.8,78,46.7,16.4,5,3.8,1.1102,0.487,1,4,0.958,1.0,1.0,0.0,1,dismiss,1
59,13,13,0,6.8,78,46.7,17.5,13,4.9,1.4306,0.451,1,2,0.691,1.0,1.0,0.0,1,accept,1
59,13,13,0,6.8,78,46.7,14.4,13,6.0,1.0458,0.588,1,1,0.624,0.636,1.0,0.0,1,accept,1
59,13,16,0,6.8,78,46.7,8.1,59,51.9,0.0295,0.205,0,0,0.105,0.06,0.0,100.0,0,none,0
59,14,9,0,6.8,78,46.7,12.8,23,2.3,0.6477,0.547,1,3,0.943,1.0,1.0,0.0,1,dismiss,1
59,14,11,0,6.8,78,46.7,6.1,97,36.0,-0.0723,0.201,0,0,0.091,0.111,0.0,100.0,0,none,0
59,14,11,0,6.8,78,46.7,17.9,16,7.2,1.1056,0.714,1,3,0.865,1.0,1.0,0.0,1,accept,1
59,14,12,0,6.8,78,46.7,13.8,20,4.1,0.6639,0.598,1,2,0.796,1.0,1.0,0.0,1,accept,1
59,14,13,0,6.8,78,46.7,12.8,14,4.4,0.7805,0.542,1,1,0.802,0.787,1.0,0.0,1,accept,1
59,14,14,0,6.8,78,46.7,12.5,5,4.7,0.8911,0.744,1,1,0.797,0.875,1.0,0.0,1,accept,1
59,14,14,0,6.8,78,46.7,6.9,68,50.3,0.0294,0.309,0,0,0.155,0.172,0.0,100.0,0,none,0
59,14,16,0,6.8,78,46.7,7.0,41,36.2,0.0574,0.231,0,0,0.3,0.135,0.0,100.0,0,none,0
60,1,8,0,10.6,113,41.1,22.5,19,4.0,0.9689,0.541,1,1,0.727,0.639,1.0,0.0,1,ignore,1
60,1,8,0,10.6,113,41.1,8.7,126,14.8,0.0592,0.233,0,0,0.086,0.155,0.0,100.0,0,none,0
60,1,10,0,10.6,113,41.1,32.1,14,4.8,1.2745,0.702,1,7,0.919,1.0,1.0,0.0,1,dismiss,1
60,1,11,0,10.6,113,41.1,10.0,104,50.6,-0.1204,0.304,1,2,0.796,1.0,0.0,100.0,0,none,0
60,1,12,0,10.6,113,41.1,19.6,24,5.0,0.9046,0.577,1,2,0.869,1.0,1.0,0.0,1,accept,1
60,1,15,0,10.6,113,41.1,14.4,110,30.2,0.1194,0.212,1,3,0.878,1.0,0.0,100.0,0,none,0
60,1,19,1,10.6,113,41.1,30.5,17,6.0,0.8023,0.873,1,2,0.861,1.0,1.0,0.0,1,dismiss,1
60,1,20,1,10.6,113,41.1,31.7,32,2.5,0.9645,0.733,1,2,0.643,1.0,1.0,0.0,1,accept,1
60,2,10,0,10.6,113,41.1,29.1,27,5.5,0.9076,0.508,1,2,0.827,1.0,1.0,0.0,1,accept,1
60,2,11,0,10.6,113,41.1,14.3,142,24.6,0.0144,0.334,0,0,0.02,0.094,0.0,100.0,0,none,0
60,2,12,0,10.6,113,41.1,23.9,15,6.3,1.3361,0.63,1,2,0.667,1.0,1.0,0.0,1,accept,1
60,2,13,0,10.6,113,41.1,31.5,30,3.6,1.091,0.73,1,3,0.802,1.0,0.8,20.0,1,ignore,1
60,2,15,0,10.6,113,41.1,8.4,72,46.6,0.096,0.234,0,0,0.257,0.112,0.0,100.0,0,none,0
60,2,20,1,10.6,113,41.1,24.1,28,6.2,1.0045,0.919,1,5,0.559,1.0,1.0,0.0,1,dismiss,1
60,2,20,1,10.6,113,41.1,27.3,47,3.1,0.7803,0.806,1,1,0.924,0.71,0.8,20.0,1,dismiss,1
60,2,21,1,10.6,113,41.1,21.6,28,3.6,1.0034,0.696,0,0,0.057,0.11,1.0,0.0,0,none,1
60,3,10,0,10.6,113,41.1,10.2,126,39.1,0.1024,0.255,0,0,0.249,0.2,0.0,100.0,0,none,0
60,3,11,0,10.6,113,41.1,21.0,32,2.5,1.0855,0.586,1,3,0.631,1.0,1.0,0.0,1,ignore,1
60,3,13,0,10.6,113,41.1,9.7,128,36.8,-0.0255,0.308,1,4,0.726,1.0,0.0,100.0,0,none,0
60,3,14,0,10.6,113,41.1,11.2,55,29.7,0.0475,0.24,0,0,0.16,0.021,0.0,100.0,0,none,0
60,3,20,1,10.6,113,41.1,26.1,39,7.4,1.0406,0.718,1,3,0.88,1.0,1.0,0.0,1,ignore,1
60,3,20,1,10.6,113,41.1,32.2,32,6.2,1.093,0.883,1,2,0.818,1.0,1.0,0.0,1,accept,1
60,3,20,1,10.6,113,41.1,18.6,21,3.6,1.0373,0.966,1,5,0.556,1.0,1.0,0.0,1,dismiss,1
60,3,20,1,10.6,113,41.1,10.7,96,35.4,0.0113,0.348,0,0,0.163,0.113,0.0,100.0,0,none,0
60,4,10,0,10.6,113,41.1,8.8,84,15.4,0.2053,0.266,1,3,0.943,1.0,0.0,100.0,0,none,0
60,4,12,0,10.6,113,41.1,23.3,26,9.2,0.9036,0.662,1,1,0.823,0.617,0.8,20.0,1,accept,1
60,4,13,0,10.6,113,41.1,6.9,116,47.0,-0.0874,0.224,1,3,0.894,1.0,0.0,100.0,0,none,0
60,4,13,0,10.6,113,41.1,20.1,43,2.8,0.8695,0.586,0,3,0.845,1.0,0.8,20.0,1,accept,1
60,4,16,0,10.6,113,41.1,11.8,119,28.5,0.1327,0.314,0,0,0.03,0.129,0.0,100.0,0,none,0
60,4,17,0,10.6,113,41.1,17.8,27,4.3,0.716,0.52,1,3,0.639,1.0,1.0,0.0,1,accept,1
60,4,18,0,10.6,113,41.1,9.0,112,45.9,-0.1524,0.312,1,1,0.629,0.795,0.0,100.0,0,none,0
60,4,19,1,10.6,113,41.1,25.2,11,7.4,1.0611,0.967,1,8,0.831,1.0,1.0,0.0,1,ignore,1
60,5,11,0,10.6,113,41.1,11.8,124,51.7,0.0524,0.326,1,3,0.817,1.0,0.2,80.0,0,none,0
60,5,12,0,10.6,113,41.1,12.0,123,54.2,-0.1169,0.261,1,3,0.567,1.0,0.0,100.0,0,none,0
60,5,12,0,10.6,113,41.1,26.0,14,3.5,0.8875,0.602,1,3,0.94,1.0,1.0,0.0,1,ignore,1
60,5,14,0,10.6,113,41.1,11.3,100,55.0,-0.0669,0.334,0,0,0.014,0.149,0.2,80.0,0,none,0
60,5,16,0,10.6,113,41.1,24.6,23,0.9,1.3417,0.652,1,3,0.714,1.0,1.0,0.0,1,dismiss,1
60,5,17,0,10.6,113,41.1,11.2,109,32.0,0.009,0.219,0,0,0.13,0.182,0.0,100.0,0,none,0
60,5,21,1,10.6,113,41.1,22.7,22,7.5,0.7832,0.813,1,2,0.877,1.0,1.0,0.0,1,accept,1
60,5,21,1,10.6,113,41.1,26.6,24,5.3,1.227,0.897,1,6,0.818,1.0,1.0,0.0,1,dismiss,1
60,6,8,0,10.6,113,41.1,11.6,130,19.8,0.0007,0.23,0,0,0.022,0.012,0.0,100.0,0,none,0
60,6,9,0,10.6,113,41.1,21.9,22,5.3,0.7993,0.632,1,1,0.721,0.781,1.0,0.0,1,accept,1
60,6,10,0,10.6,113,41.1,14.6,91,54.5,0.1625,0.232,1,0,0.017,0.167,0.2,80.0,0,none,0
60,6,12,0,10.6,113,41.1,26.7,22,3.5,1.0987,0.722,1,4,0.777,1.0,1.0,0.0,1,dismiss,1
60,6,12,0,10.6,113,41.1,22.1,25,4.8,1.1236,0.667,1,2,0.508,1.0,1.0,0.0,1,accept,1
60,6,14,0,10.6,113,41.1,10.1,108,54.6,-0.1092,0.24,0,0,0.3,0.042,0.0,100.0,0,none,0
60,6,14,0,10.6,113,41.1,9.3,81,30.0,0.1218,0.31,0,0,0.048,0.098,0.0,100.0,0,none,0
60,6,16,0,10.6,113,41.1,16.1,67,51.9,0.1253,0.311,1,5,0.924,1.0,0.2,80.0,0,none,0
60,7,13,0,10.6,113,41.1,8.7,80,40.0,-0.0166,0.312,0,0,0.088,0.057,0.0,100.0,0,none,0
60,7,14,0,10.6,113,41.1,29.4,41,2.2,0.8439,0.493,1,2,0.682,1.0,1.0,0.0,1,accept,1
60,7,16,0,10.6,113,41.1,6.4,139,27.1,-0.0687,0.234,0,0,0.009,0.076,0.0,100.0,0,none,0
60,7,18,0,10.6,113,41.1,11.7,111,47.1,-0.0324,0.296,0,0,0.036,0.026,0.0,100.0,0,none,0
60,7,18,0,10.6,113,41.1,14.3,105,30.2,0.1658,0.279,0,0,0.154,0.059,0.2,80.0,0,none,0
60,7,19,1,10.6,113,41.1,19.6,14,1.6,1.0727,0.911,1,1,0.942,0.63,1.0,0.0,1,accept,1
60,7,21,1,10.6,113,41.1,13.1,117,59.2,-0.1138,0.408,0,0,0.076,0.018,0.0,100.0,0,none,0
60,7,22,1,10.6,113,41.1,17.3,27,2.8,0.9504,0.953,1,4,0.9,1.0,1.0,0.0,1,dismiss,0
60,8,10,0,10.6,113,41.1,10.3,68,38.2,0.1564,0.198,1,0,0.138,0.078,0.0,100.0,0,none,0
60,8,10,0,10.6,113,41.1,25.0,26,0.5,1.1356,0.541,0,1,0.8,0.899,1.0,0.0,1,dismiss,1
60,8,12,0,10.6,113,41.1,21.2,26,4.4,1.0579,0.529,1,2,0.88,1.0,1.0,0.0,1,accept,1
60,8,13,0,10.6,113,41.1,20.9,28,5.1,0.7844,0.58,1,4,0.92,1.0,1.0,0.0,1,accept,1
60,8,14,0,10.6,113,41.1,9.5,91,36.9,0.0442,0.238,0,0,0.128,0.175,0.0,100.0,0,none,0
60,8,15,0,10.6,113,41.1,13.4,88,50.0,0.0387,0.301,0,0,0.074,0.17,0.2,80.0,0,none,0
60,8,16,0,10.6,113,41.1,23.3,14,4.4,0.9119,0.561,1,2,0.796,1.0,1.0,0.0,1,accept,1
60,8,19,1,10.6,113,41.1,22.2,18,3.6,1.1704,0.801,1,3,0.91,1.0,1.0,0.0,1,accept,1
60,9,12,0,10.6,113,41.1,27.5,17,3.6,1.0356,0.494,1,4,0.882,1.0,1.0,0.0,1,ignore,1
60,9,12,0,10.6,113,41.1,24.4,11,2.0,1.18,0.531,1,2,0.845,1.0,1.0,0.0,1,accept,1
60,9,12,0,10.6,113,41.1,11.3,94,66.1,-0.0506,0.239,1,6,0.847,1.0,0.0,100.0,0,none,0
60,9,13,0,10.6,113,41.1,10.9,131,42.5,-0.0937,0.282,0,0,0.004,0.172,0.0,100.0,0,none,0
60,9,13,0,10.6,113,41.1,30.0,15,2.4,1.1773,0.619,1,2,0.794,1.0,1.0,0.0,1,accept,1
60,9,15,0,10.6,113,41.1,11.1,81,52.8,0.0474,0.235,0,0,0.114,0.139,0.2,80.0,0,none,0
60,9,15,0,10.6,113,41.1,11.9,150,47.4,-0.107,0.229,0,0,0.121,0.062,0.2,80.0,0,none,0
60,9,17,0,10.6,113,41.1,9.9,129,30.9,0.0559,0.27,0,0,0.013,0.086,0.0,100.0,0,none,0
60,10,9,0,10.6,113,41.1,26.0,39,2.4,1.1245,0.657,1,5,0.784,1.0,0.8,20.0,1,accept,1
60,10,11,0,10.6,113,41.1,25.9,5,5.1,1.0528,0.566,1,3,0.84,1.0,1.0,0.0,1,accept,1
60,10,13,0,10.6,113,41.1,11.4,137,49.4,-0.1002,0.157,1,2,0.889,1.0,0.0,100.0,0,none,0
60,10,15,0,10.6,113,41.1,11.8,129,43.9,-0.0145,0.253,0,0,0.078,0.038,0.0,100.0,0,none,0
60,10,17,0,10.6,113,41.1,10.4,114,41.1,-0.0571,0.256,0,0,0.009,0.126,0.0,100.0,0,none,0
60,10,19,1,10.6,113,41.1,28.4,18,1.8,1.3448,1.0,1,1,0.825,0.634,1.0,0.0,1,accept,1
60,10,20,1,10.6,113,41.1,29.5,26,0.5,1.3817,0.926,0,0,0.066,0.035,1.0,0.0,0,none,1
60,10,20,1,10.6,113,41.1,18.1,30,3.0,1.0965,0.931,0,0,0.08,0.125,1.0,0.0,0,none,1
60,11,9,0,10.6,113,41.1,4.6,113,44.5,-0.2906,0.227,0,0,0.028,0.048,0.0,100.0,0,none,0
60,11,10,0,10.6,113,41.1,9.6,168,41.9,-0.1101,0.229,0,0,0.194,0.039,0.0,100.0,0,none,0
60,11,13,0,10.6,113,41.1,26.2,44,3.2,0.9486,0.709,1,4,0.925,1.0,0.8,20.0,1,accept,1
60,11,13,0,10.6,113,41.1,30.8,31,6.5,1.142,0.681,1,2,0.794,1.0,1.0,0.0,1,accept,0
60,11,14,0,10.6,113,41.1,14.6,150,59.3,-0.0286,0.222,0,0,0.088,0.021,0.2,80.0,0,none,0
60,11,14,0,10.6,113,41.1,10.7,73,41.7,-0.0402,0.291,0,0,0.052,0.035,0.0,100.0,0,none,0
60,11,15,0,10.6,113,41.1,12.6,154,56.5,-0.0504,0.233,0,0,0.248,0.104,0.0,100.0,0,none,1
60,11,19,1,10.6,113,41.1,23.2,23,6.9,0.9657,0.844,1,3,0.928,1.0,0.8,20.0,1,accept,1
60,12,10,0,10.6,113,41.1,13.8,144,29.1,-0.0554,0.283,0,0,0.262,0.057,0.2,80.0,0,none,0
60,12,11,0,10.6,113,41.1,28.7,21,6.4,0.9456,0.724,1,5,0.834,1.0,1.0,0.0,1,accept,1
60,12,13,0,10.6,113,41.1,16.3,51,8.7,0.6799,0.481,1,3,0.795,1.0,0.8,20.0,1,accept,1
60,12,13,0,10.6,113,41.1,7.4,113,55.1,-0.1762,0.217,1,3,0.818,1.0,0.0,100.0,0,none,0
60,12,18,0,10.6,113,41.1,28.8,32,5.7,1.0895,0.747,1,4,0.952,1.0,1.0,0.0,1,accept,1
60,12,19,1,10.6,113,41.1,23.1,12,2.4,1.0305,0.834,1,3,0.985,1.0,1.0,0.0,1,dismiss,1
60,12,20,1,10.6,113,41.1,16.3,23,2.6,0.8628,0.802,1,1,0.603,1.0,1.0,0.0,1,dismiss,1
60,12,21,1,10.6,113,41.1,22.6,16,1.7,1.1254,0.877,1,3,0.833,1.0,1.0,0.0,1,accept,1
60,13,12,0,10.6,113,41.1,9.2,114,41.4,0.0026,0.198,0,0,0.086,0.116,0.0,100.0,0,none,0
60,13,13,0,10.6,113,41.1,8.5,90,50.2,-0.1296,0.308,0,0,0.003,0.007,0.0,100.0,0,none,0
60,13,15,0,10.6,113,41.1,10.7,100,39.6,-0.0721,0.241,0,0,0.093,0.064,0.0,100.0,0,none,0
60,13,15,0,10.6,113,41.1,10.6,107,50.8,-0.0903,0.244,0,0,0.096,0.05,0.0,100.0,0,none,0
60,13,17,0,10.6,113,41.1,10.9,140,49.8,-0.1564,0.209,0,0,0.073,0.103,0.0,100.0,0,none,0
60,13,17,0,10.6,113,41.1,9.4,121,69.2,-0.1641,0.299,0,0,0.111,0.026,0.0,100.0,0,none,0
60,13,18,0,10.6,113,41.1,14.3,126,44.3,-0.0512,0.233,0,0,0.3,0.152,0.2,80.0,0,none,0
60,13,19,1,10.6,113,41.1,31.7,24,2.5,1.0912,0.813,1,2,0.849,1.0,1.0,0.0,1,accept,0
60,14,9,0,10.6,113,41.1,25.9,17,0.7,1.0903,0.682,1,5,0.871,1.0,1.0,0.0,1,accept,1
60,14,9,0,10.6,113,41.1,10.2,131,43.3,-0.1349,0.222,0,0,0.292,0.197,0.0,100.0,0,none,0
60,14,13,0,10.6,113,41.1,6.4,115,30.9,-0.0631,0.264,0,0,0.3,0.171,0.0,100.0,0,none,0
60,14,14,0,10.6,113,41.1,27.6,20,1.6,1.1476,0.627,1,3,0.904,1.0,1.0,0.0,1,dismiss,1
60,14,14,0,10.6,113,41.1,32.3,32,4.4,1.0287,0.617,1,2,0.755,1.0,1.0,0.0,1,accept,1
60,14,17,0,10.6,113,41.1,8.0,70,16.9,0.1491,0.291,0,0,0.047,0.101,0.0,100.0,0,none,0
60,14,18,0,10.6,113,41.1,14.5,123,35.0,0.0281,0.275,0,0,0.172,0.045,0.2,80.0,0,none,0
60,14,18,0,10.6,113,41.1,29.9,16,7.1,0.9301,0.627,1,2,0.868,1.0,1.0,0.0,1,accept,1
61,1,9,0,5.3,145,37.6,4.9,113,38.7,-0.1031,0.27,1,4,0.671,1.0,0.0,100.0,0,none,0
61,1,10,0,5.3,145,37.6,8.4,140,50.8,0.1183,0.278,0,0,0.136,0.082,0.0,100.0,0,none,0
61,1,11,0,5.3,145,37.6,3.8,147,28.6,-0.1318,0.232,0,0,0.001,0.154,0.0,100.0,0,none,0
61,1,12,0,5.3,145,37.6,3.0,132,21.4,0.0912,0.276,1,5,0.967,1.0,0.0,100.0,0,none,0
61,1,12,0,5.3,145,37.6,4.7,243,35.4,-0.1321,0.243,1,6,0.868,1.0,0.0,100.0,0,none,0
61,1,12,0,5.3,145,37.6,3.8,166,51.8,-0.3293,0.275,0,0,0.001,0.028,0.0,100.0,0,none,0
61,1,14,0,5.3,145,37.6,7.0,142,23.5,0.1329,0.226,1,3,0.612,1.0,0.0,100.0,0,none,0
61,1,21,1,5.3,145,37.6,12.6,32,5.0,0.9145,0.82,1,4,0.805,1.0,1.0,0.0,1,dismiss,1
61,2,10,0,5.3,145,37.6,6.9,155,24.0,0.2413,0.278,1,4,0.758,1.0,0.0,100.0,0,none,0
61,2,11,0,5.3,145,37.6,5.7,245,63.2,-0.4057,0.293,1,2,0.988,1.0,0.0,100.0,0,none,1
61,2,12,0,5.3,145,37.6,3.6,117,42.3,-0.2332,0.315,0,0,0.08,0.127,0.0,100.0,0,none,0
61,2,14,0,5.3,145,37.6,1.8,168,68.1,-0.4901,0.222,0,0,0.009,0.042,0.0,100.0,0,none,0
61,2,16,0,5.3,145,37.6,5.6,172,31.9,-0.0095,0.24,1,3,0.753,1.0,0.0,100.0,0,none,0
61,2,17,0,5.3,145,37.6,4.6,129,39.2,-0.0394,0.243,1,2,0.729,1.0,0.0,100.0,0,none,0
61,2,18,0,5.3,145,37.6,8.4,168,28.6,0.2565,0.223,0,0,0.3,0.049,0.2,80.0,0,none,0
61,2,19,1,5.3,145,37.6,3.0,137,48.3,-0.2388,0.35,0,0,0.033,0.144,0.0,100.0,0,none,0
61,3,8,0,5.3,145,37.6,5.5,166,30.7,0.0977,0.25,1,4,0.547,1.0,0.0,100.0,0,none,0
61,3,9,0,5.3,145,37.6,7.9,163,57.0,-0.117,0.205,0,0,0.021,0.19,0.0,100.0,0,none,0
61,3,10,0,5.3,145,37.6,6.6,170,45.1,-0.1107,0.291,1,2,0.945,1.0,0.0,100.0,0,none,0
61,3,11,0,5.3,145,37.6,5.2,162,63.7,-0.1226,0.287,0,0,0.098,0.114,0.0,100.0,0,none,0
61,3,13,0,5.3,145,37.6,4.1,180,25.0,0.024,0.178,1,7,0.867,1.0,0.0,100.0,0,none,0
61,3,13,0,5.3,145,37.6,4.2,174,52.0,-0.3074,0.289,1,2,0.858,1.0,0.0,100.0,0,none,0
61,3,16,0,5.3,145,37.6,4.3,168,17.6,0.142,0.321,0,0,0.036,0.003,0.0,100.0,0,none,0
61,3,19,1,5.3,145,37.6,2.1,178,39.8,-0.4023,0.437,0,0,0.127,0.054,0.0,100.0,0,none,1
61,4,8,0,5.3,145,37.6,6.2,151,46.6,0.0597,0.191,0,0,0.036,0.156,0.0,100.0,0,none,0
61,4,10,0,5.3,145,37.6,6.6,115,39.3,0.0482,0.184,1,3,0.688,1.0,0.0,100.0,0,none,0
61,4,11,0,5.3,145,37.6,4.2,185,41.9,-0.0695,0.296,0,0,0.195,0.153,0.0,100.0,0,none,0
61,4,13,0,5.3,145,37.6,5.8,191,31.3,-0.0717,0.197,0,2,0.5,1.0,0.0,100.0,0,none,0
61,4,15,0,5.3,145,37.6,7.0,171,36.4,0.1189,0.234,1,2,0.88,1.0,0.0,100.0,0,none,0
61,4,15,0,5.3,145,37.6,1.0,122,30.5,-0.1956,0.237,1,2,0.857,1.0,0.0,100.0,0,none,0
61,4,17,0,5.3,145,37.6,5.3,143,53.9,-0.1665,0.248,1,4,0.738,1.0,0.0,100.0,0,none,0
61,4,21,1,5.3,145,37.6,2.5,108,39.3,-0.0288,0.394,0,0,0.174,0.02,0.0,100.0,0,none,0
61,5,9,0,5.3,145,37.6,7.0,155,19.3,0.2346,0.201,0,0,0.202,0.084,0.0,100.0,0,none,0
61,5,12,0,5.3,145,37.6,2.1,161,48.6,-0.1848,0.323,0,0,0.041,0.016,0.0,100.0,0,none,0
61,5,12,0,5.3,145,37.6,5.2,194,26.3,0.0902,0.272,1,2,0.933,1.0,0.0,100.0,0,none,0
61,5,12,0,5.3,145,37.6,3.5,153,20.1,0.1155,0.22,0,0,0.107,0.169,0.0,100.0,0,none,0
61,5,14,0,5.3,145,37.6,1.8,180,26.3,-0.2565,0.216,1,2,0.811,1.0,0.0,100.0,0,none,0
61,5,14,0,5.3,145,37.6,4.9,165,44.5,-0.0894,0.274,0,0,0.025,0.175,0.0,100.0,0,none,0
61,5,16,0,5.3,145,37.6,4.0,139,38.1,-0.2168,0.297,0,0,0.079,0.182,0.0,100.0,0,none,0
61,5,19,1,5.3,145,37.6,3.4,108,40.8,-0.1923,0.382,0,0,0.022,0.089,0.0,100.0,0,none,0
61,6,10,0,5.3,145,37.6,5.7,167,37.3,-0.051,0.293,0,0,0.061,0.101,0.0,100.0,0,none,0
61,6,13,0,5.3,145,37.6,8.1,129,44.5,0.14,0.238,1,3,0.755,1.0,0.0,100.0,0,none,0
61,6,14,0,5.3,145,37.6,9.9,184,36.7,0.1782,0.215,0,0,0.048,0.197,0.0,100.0,0,none,0
61,6,17,0,5.3,145,37.6,6.4,190,32.4,-0.028,0.236,0,0,0.048,0.133,0.0,100.0,0,none,0
61,6,19,1,5.3,145,37.6,2.2,195,39.1,-0.2608,0.497,0,0,0.018,0.153,0.0,100.0,0,none,0
61,6,19,1,5.3,145,37.6,8.3,152,25.1,0.1796,0.418,0,0,0.177,0.157,0.0,100.0,0,none,0
61,6,19,1,5.3,145,37.6,11.3,39,2.6,0.843,0.734,1,2,0.874,1.0,0.6,40.0,1,dismiss,1
61,6,20,1,5.3,145,37.6,6.0,161,45.0,-0.0193,0.338,0,0,0.25,0.181,0.0,100.0,0,none,0
61,7,11,0,5.3,145,37.6,7.4,208,13.0,0.0782,0.237,1,2,0.621,1.0,0.0,100.0,0,none,0
61,7,12,0,5.3,145,37.6,2.8,143,41.2,-0.1929,0.186,0,0,0.162,0.175,0.0,100.0,0,none,0
61,7,13,0,5.3,145,37.6,3.5,168,52.5,-0.2273,0.226,0,0,0.026,0.029,0.0,100.0,0,none,0
61,7,13,0,5.3,145,37.6,1.4,190,32.1,-0.3124,0.214,1,2,0.713,1.0,0.0,100.0,0,none,0
61,7,15,0,5.3,145,37.6,5.1,147,56.3,-0.0102,0.174,1,2,0.971,1.0,0.0,100.0,0,none,0
61,7,16,0,5.3,145,37.6,2.8,156,35.6,-0.2188,0.278,1,6,0.755,1.0,0.0,100.0,0,none,0
61,7,19,1,5.3,145,37.6,13.7,46,5.3,1.1097,0.759,1,4,0.621,1.0,0.8,20.0,1,ignore,1
61,7,21,1,5.3,145,37.6,8.9,142,45.6,0.0873,0.397,0,0,0.14,0.107,0.0,100.0,0,none,0
61,8,9,0,5.3,145,37.6,5.0,207,37.1,-0.1191,0.28,0,0,0.071,0.088,0.0,100.0,0,none,0
61,8,9,0,5.3,145,37.6,6.2,154,30.7,0.0623,0.258,0,0,0.057,0.177,0.0,100.0,0,none,0
61,8,11,0,5.3,145,37.6,3.6,240,37.3,-0.0759,0.311,1,2,0.894,1.0,0.0,100.0,0,none,0
61,8,12,0,5.3,145,37.6,3.8,234,42.9,-0.2561,0.256,1,6,0.74,1.0,0.0,100.0,0,none,0
61,8,14,0,5.3,145,37.6,9.4,127,37.4,0.1818,0.215,0,0,0.076,0.041,0.0,100.0,0,none,0
61,8,16,0,5.3,145,37.6,6.4,205,16.7,0.2058,0.186,1,3,0.818,1.0,0.0,100.0,0,none,0
61,8,21,1,5.3,145,37.6,6.7,144,43.8,0.0593,0.467,0,0,0.09,0.081,0.0,100.0,0,none,0
61,8,21,1,5.3,145,37.6,8.9,39,5.2,0.7201,0.774,1,4,0.827,1.0,0.6,40.0,1,dismiss,1
61,9,9,0,5.3,145,37.6,7.1,198,29.2,0.0411,0.311,0,0,0.043,0.062,0.0,100.0,0,none,0
